policy_id,insured_name,naics_code,naics_description,state,territory,employees,payroll,revenue,years_in_business,prior_claims,coverage_limit,deductible,latent_risk_factor,industry_risk_factor
POL002933,Insured DJWYPJKS,812112,Beauty Salons,TX,South,31,3355600.37,12313616.88,15,1,1e+06,5000,0.9811,1.1
POL002934,Insured VYQYYFEQ,812112,Beauty Salons,GA,South,38,4124403.01,13786114.91,3,0,1e+06,25000,0.7292,1.1
POL002935,Insured QOXLPPYM,236220,Construction,CA,West,10,678427.23,1533252.06,19,0,1e+06,5000,1.1066,1.35
POL002936,Insured FZZQYHUZ,812112,Beauty Salons,AZ,West,13,1353780.07,4488502.41,13,0,1e+06,10000,0.7616,1.1
POL002937,Insured RCBCTMRM,611110,Schools,IL,Midwest,28,1392328.33,3457698.46,23,0,1e+06,1000,1.0305,0.9
POL002938,Insured BMBUPTTV,722511,Restaurants,TX,South,6,406660.69,821678.72,7,1,1e+06,5000,0.7995,1.15
POL002939,Insured MVLMAQLL,621111,Physician Offices,NC,South,79,8142964.7,33565202.11,26,3,2e+06,2500,1.9301,0.95
POL002940,Insured BNQGNMNQ,621111,Physician Offices,AZ,West,13,679562.35,1941998.69,13,0,1e+06,25000,0.797,0.95
POL002941,Insured HIJVHBQR,621111,Physician Offices,NY,Northeast,114,7585830.49,15004710.42,7,0,1e+06,1000,0.9614,0.95
POL002942,Insured LJIKEVWA,722511,Restaurants,GA,South,37,2665280.1,4430896.15,12,1,2e+06,10000,0.6697,1.15
POL002943,Insured UKFEBWHR,236220,Construction,AZ,West,9,484547.43,1975473.22,9,2,2e+06,2500,1.1444,1.35
POL002944,Insured JQVQNEDG,812112,Beauty Salons,PA,Northeast,19,1305473.35,4516494.46,28,0,2e+06,5000,1.1569,1.1
POL002945,Insured LKCKIPMO,541330,Engineering Services,WA,West,15,1827636.24,7139146.68,20,1,5e+06,5000,1.0829,0.85
POL002946,Insured VSNVBWRB,621111,Physician Offices,WA,West,9,943402.2,2733684.59,12,4,5e+06,5000,1.5953,0.95
POL002947,Insured LXTSRBMX,812112,Beauty Salons,TX,South,9,831275.76,2823747.13,11,0,1e+06,2500,0.9244,1.1
POL002948,Insured AANTTPYF,722511,Restaurants,IL,Midwest,56,2285476.13,8926193.88,7,0,1e+06,2500,0.8857,1.15
POL002949,Insured ZAIAYGMF,541330,Engineering Services,NY,Northeast,37,3776742.45,13952985.07,5,1,2e+06,5000,0.5539,0.85
POL002950,Insured QCLDBIAK,812112,Beauty Salons,CA,West,109,10535427.33,43260850.68,6,1,2e+06,1000,0.84,1.1
POL002951,Insured EVXCFLTD,722511,Restaurants,NC,South,36,3509449.67,11733786.06,15,0,1e+06,2500,0.7134,1.15
POL002952,Insured ZQAGSEXL,541330,Engineering Services,TX,South,11,808139.05,3098821.17,5,0,2e+06,5000,1.3288,0.85
POL002953,Insured LXCSBJQP,452319,Retail,PA,Northeast,14,789465.17,3368244,4,1,1e+06,1000,0.8285,1.05
POL002954,Insured QYVMQXNW,541330,Engineering Services,IL,Midwest,14,1725199.01,5753513.45,27,2,5e+06,10000,0.8174,0.85
POL002955,Insured ZSWWGBBW,812112,Beauty Salons,FL,South,60,5243835.43,8587753.44,14,0,1e+06,2500,0.4481,1.1
POL002956,Insured DJHZHQTE,621111,Physician Offices,NY,Northeast,10,614541.84,1223004.98,5,1,5e+06,2500,0.4953,0.95
POL002957,Insured WXORUYAD,452319,Retail,CA,West,8,471521.51,1398428.92,10,2,1e+06,5000,1.1432,1.05
POL002958,Insured ZORFGZFW,611110,Schools,TX,South,9,594411.77,1928785.45,6,0,2e+06,5000,0.9194,0.9
POL002959,Insured PDHHERIV,621111,Physician Offices,PA,Northeast,52,4151224.47,16059905.76,27,2,5e+06,5000,0.7985,0.95
POL002960,Insured ZWVHXDZC,452319,Retail,IL,Midwest,35,3714921.42,16041949.38,10,0,1e+06,2500,1.3048,1.05
POL002961,Insured KXYGJFRY,611110,Schools,AZ,West,27,2689171.76,5053461.54,32,5,1e+06,10000,1.8272,0.9
POL002962,Insured BYSNPZGY,621111,Physician Offices,IL,Midwest,19,1964500.54,8356397.79,32,1,2e+06,1000,1.4994,0.95
POL002963,Insured CEKNWAHH,452319,Retail,GA,South,54,2824648.88,10407663.69,37,0,2e+06,1000,1.3449,1.05
POL002964,Insured INZMERSZ,452319,Retail,TX,South,35,2783798.04,10947968.51,17,0,2e+06,2500,1.3249,1.05
POL002965,Insured QGVIFNZN,541330,Engineering Services,CA,West,10,881278.18,3385265.43,10,0,1e+06,2500,1.0054,0.85
POL002966,Insured RYMZNMYD,611110,Schools,NY,Northeast,30,1365181.55,4970378.13,31,1,2e+06,5000,1.0734,0.9
POL002967,Insured UOMINXFD,541330,Engineering Services,NC,South,19,850189.11,2452124.86,9,1,2e+06,2500,0.6085,0.85
POL002968,Insured NPSNRHFL,722511,Restaurants,NC,South,44,3726882.44,15631035.18,17,1,1e+06,1000,1.2048,1.15
POL002969,Insured JELEWMCY,452319,Retail,FL,South,35,1921479.52,8083748.66,21,0,1e+06,2500,1.3797,1.05
POL002970,Insured FKCMWBIR,621111,Physician Offices,TX,South,59,5215525.89,8143179.42,6,1,2e+06,10000,0.7955,0.95
POL002971,Insured GOLXIXGN,541330,Engineering Services,NY,Northeast,37,3481054.51,12463773.37,46,2,5e+06,5000,0.8622,0.85
POL002972,Insured ACBYPHAB,452319,Retail,CA,West,9,912408.01,3306304.74,26,2,1e+06,25000,1.3239,1.05
POL002973,Insured YDNIHFXF,621111,Physician Offices,TX,South,39,1587166.55,3588612.58,7,2,5e+06,10000,1.1064,0.95
POL002974,Insured EEMSSNJW,812112,Beauty Salons,CA,West,44,5364197,17723630.53,16,0,2e+06,5000,1.2677,1.1
POL002975,Insured VBPIOGRG,452319,Retail,WA,West,12,1433347.1,6006329.61,8,0,2e+06,10000,1.1054,1.05
POL002976,Insured LHUTXMJX,541330,Engineering Services,AZ,West,16,692930.82,2145468.62,6,1,2e+06,25000,0.945,0.85
POL002977,Insured JYEMAIPL,541330,Engineering Services,CA,West,41,2294738.38,6132984.61,13,0,2e+06,5000,0.8595,0.85
POL002978,Insured JZQOLNGB,812112,Beauty Salons,GA,South,27,1093149.42,2508943.75,12,3,1e+06,2500,0.682,1.1
POL002979,Insured VHNMNEIH,236220,Construction,NC,South,26,1558331.4,4010893.58,4,1,2e+06,5000,1.3276,1.35
POL002980,Insured UITALRYW,541330,Engineering Services,AZ,West,6,413389.65,1775776.76,15,0,1e+06,1000,0.9546,0.85
POL002981,Insured RZUGYQLP,611110,Schools,GA,South,114,7374866.1,31909988.02,39,1,2e+06,10000,1.0133,0.9
POL002982,Insured QNVTYSCE,722511,Restaurants,FL,South,7,685457.38,1112128.73,11,3,1e+06,2500,0.829,1.15
POL002983,Insured PYQNOZXD,452319,Retail,AZ,West,13,1048360.81,3984051.96,5,3,2e+06,2500,0.756,1.05
POL002984,Insured VFHSPKTD,541330,Engineering Services,CA,West,71,7955120.31,28234481.54,8,0,1e+06,2500,1.1525,0.85
POL002985,Insured REFPHHMW,812112,Beauty Salons,NY,Northeast,10,424484.65,1404150.21,8,1,2e+06,25000,0.7228,1.1
POL002986,Insured AEHBGPDB,722511,Restaurants,WA,West,16,640267.32,1923487.47,8,0,2e+06,5000,0.7009,1.15
POL002987,Insured FKLPAQZY,621111,Physician Offices,IL,Midwest,38,3143325.67,6364934.91,75,4,2e+06,5000,0.8112,0.95
POL002988,Insured KOIVNXOM,722511,Restaurants,NY,Northeast,4,196307.78,676745.06,18,0,1e+06,2500,0.782,1.15
POL002989,Insured SFJSKMUZ,621111,Physician Offices,NY,Northeast,13,740136.17,2090355.12,19,0,1e+06,2500,0.6943,0.95
POL002990,Insured TZCKOJCQ,722511,Restaurants,GA,South,25,1267774.91,5432865.31,18,0,1e+06,2500,1.5308,1.15
POL002991,Insured PWYHINPJ,452319,Retail,GA,South,94,3771405.84,10638958.49,16,0,1e+06,1000,1.087,1.05
POL002992,Insured UQMUYJCV,722511,Restaurants,AZ,West,2,102487.24,263165.42,35,3,5e+06,2500,1.0323,1.15
POL002993,Insured FWJMNUPL,541330,Engineering Services,AZ,West,59,5121208.55,9855001.19,7,2,1e+06,2500,2.6211,0.85
POL002994,Insured YFDULOYA,611110,Schools,NC,South,23,2267832.44,5620968.86,13,0,2e+06,2500,2.0816,0.9
POL002995,Insured DEPQHXSA,452319,Retail,NC,South,125,5708333.98,14730091.37,14,0,2e+06,1000,1.2188,1.05
POL002996,Insured CKZMCVQR,541330,Engineering Services,AZ,West,14,594689.08,2079782.81,25,0,1e+06,1000,0.9119,0.85
POL002997,Insured DQSQDBYO,812112,Beauty Salons,AZ,West,26,1860749.16,7156065.58,11,1,2e+06,10000,0.9315,1.1
POL002998,Insured KMIXYLJC,621111,Physician Offices,NY,Northeast,38,3639582.08,7380376.98,33,1,2e+06,2500,1.2924,0.95
POL002999,Insured GKGPPDXE,541330,Engineering Services,WA,West,60,3817344.76,14692239.39,13,2,1e+06,2500,0.8136,0.85
POL003000,Insured GSKHVOWJ,722511,Restaurants,TX,South,13,504722.17,1050521.47,4,1,1e+06,5000,1.7921,1.15
POL003001,Insured ZBNGLFKJ,611110,Schools,IL,Midwest,71,6492380.72,24636505.88,25,1,2e+06,1000,0.7427,0.9
POL003002,Insured QMFUASLY,611110,Schools,FL,South,29,1690310.88,7542420.89,7,0,1e+06,10000,0.7914,0.9
POL003003,Insured TWIQSFUE,611110,Schools,TX,South,10,994107.5,2063915.93,21,1,1e+06,25000,0.5988,0.9
POL003004,Insured RAWNTSZB,621111,Physician Offices,IL,Midwest,13,935749.61,2957456.47,11,0,2e+06,5000,1.911,0.95
POL003005,Insured BEULVTOE,611110,Schools,NC,South,50,2974134.96,8101584.47,19,1,2e+06,10000,0.8094,0.9
POL003006,Insured NQZRYSKT,452319,Retail,PA,Northeast,8,488775.5,1746968.28,8,1,2e+06,1000,1.0332,1.05
POL003007,Insured YLKWVHYD,621111,Physician Offices,TX,South,32,1876422.76,3689482.64,8,0,5e+06,2500,0.9377,0.95
POL003008,Insured JBNTIFHA,541330,Engineering Services,AZ,West,73,7640978.96,15134179.59,6,0,2e+06,5000,1.041,0.85
POL003009,Insured HBCEHMRQ,621111,Physician Offices,NC,South,24,1329158.04,3660548.81,9,1,1e+06,10000,0.6575,0.95
POL003010,Insured PEVMOWYF,722511,Restaurants,WA,West,12,1110371.8,2576492.31,11,1,1e+06,1000,0.7737,1.15
POL003011,Insured NCZVXOWS,611110,Schools,PA,Northeast,22,1803455.04,6641749.05,11,0,1e+06,5000,1.0159,0.9
POL003012,Insured UZWPTWEU,541330,Engineering Services,CA,West,24,2977436.45,6183241.88,38,0,2e+06,5000,1.0902,0.85
POL003013,Insured NUKJHSYX,621111,Physician Offices,PA,Northeast,12,900649.19,1930975.54,25,2,2e+06,1000,0.9966,0.95
POL003014,Insured LEGAPWXL,722511,Restaurants,WA,West,140,8891764.29,19212476.03,9,0,5e+06,1000,1.9921,1.15
POL003015,Insured ALUOHOHP,541330,Engineering Services,WA,West,12,1346886.97,4423411.05,24,0,1e+06,1000,0.7018,0.85
POL003016,Insured OKKCSSTR,722511,Restaurants,AZ,West,10,1062212.16,2312590.27,3,0,2e+06,10000,1.6252,1.15
POL003017,Insured SEUPQIVI,812112,Beauty Salons,GA,South,50,3936797.72,15943853.04,8,1,1e+06,1000,1.1432,1.1
POL003018,Insured SQGYZYJD,812112,Beauty Salons,WA,West,77,5098328.4,14013323.99,4,2,2e+06,1000,0.6526,1.1
POL003019,Insured GQVBJVTL,621111,Physician Offices,NY,Northeast,17,1504456.73,5956075.26,10,0,5e+06,5000,0.9816,0.95
POL003020,Insured VQXLRRCJ,621111,Physician Offices,WA,West,32,3174698.42,6081912.29,35,1,5e+06,1000,1.0006,0.95
POL003021,Insured LAZBYRSY,236220,Construction,GA,South,16,1847431.3,3455596.35,60,3,2e+06,2500,0.9418,1.35
POL003022,Insured WWYYYTRZ,722511,Restaurants,AZ,West,24,1127622.44,4116778.17,15,0,2e+06,2500,0.7811,1.15
POL003023,Insured JNMIUCXC,611110,Schools,WA,West,2,120326.01,539748.63,33,2,5e+06,1000,1.4474,0.9
POL003024,Insured MMEWWJGR,236220,Construction,IL,Midwest,97,7252240.73,20335148.29,16,3,2e+06,2500,0.8431,1.35
POL003025,Insured BOJOYFAF,722511,Restaurants,PA,Northeast,16,1342894.4,3718258.68,11,1,1e+06,1000,0.8645,1.15
POL003026,Insured SQZQWSRN,611110,Schools,FL,South,28,2984499.31,10355174.03,6,1,1e+06,2500,0.7768,0.9
POL003027,Insured ZWNHGNPW,722511,Restaurants,NY,Northeast,12,507437.44,1477878.39,16,0,1e+06,1000,1.0099,1.15
POL003028,Insured RQXKGIHQ,812112,Beauty Salons,NY,Northeast,26,3228048.03,12161602.74,26,0,2e+06,1000,1.2726,1.1
POL003029,Insured NYFSOSTH,722511,Restaurants,FL,South,31,3674194.15,8141402.7,9,2,1e+06,2500,1.0936,1.15
POL003030,Insured ROPLUNCR,621111,Physician Offices,WA,West,11,734286.23,3142685.02,5,1,5e+06,2500,0.9289,0.95
POL003031,Insured MFSNIXNN,722511,Restaurants,WA,West,29,2263014.8,4789084.61,4,0,2e+06,25000,0.8584,1.15
POL003032,Insured MJCNQKWD,621111,Physician Offices,CA,West,4,488845.16,1468634.95,9,1,2e+06,2500,1.0964,0.95
POL003033,Insured YNIORJJO,812112,Beauty Salons,TX,South,47,2431152.19,5662746.44,10,3,2e+06,2500,0.9985,1.1
POL003034,Insured DAOSIESO,541330,Engineering Services,FL,South,72,7364812.2,27135133.98,6,0,5e+06,1000,1.2088,0.85
POL003035,Insured XYKIUSLE,541330,Engineering Services,TX,South,27,1852359.86,5772564.83,7,0,5e+06,2500,1.0792,0.85
POL003036,Insured JXWYMPGC,452319,Retail,IL,Midwest,11,1330923.37,4659160.71,5,0,5e+06,2500,1.009,1.05
POL003037,Insured LFYUONNY,621111,Physician Offices,NY,Northeast,196,19110259.25,33427337.38,22,1,1e+06,5000,0.8118,0.95
POL003038,Insured YLDSLACX,611110,Schools,GA,South,14,601024.99,1760735.78,13,0,1e+06,1000,1.8091,0.9
POL003039,Insured KOXUDDES,611110,Schools,WA,West,17,2041674.4,6215479.53,27,1,5e+06,25000,1.3353,0.9
POL003040,Insured WZZOPYIQ,541330,Engineering Services,PA,Northeast,21,1335655.4,4843159.83,7,2,2e+06,10000,1.1747,0.85
POL003041,Insured ISCYESVV,812112,Beauty Salons,TX,South,36,4256623.69,13009802.65,30,0,1e+06,2500,0.9158,1.1
POL003042,Insured QJXZOXVJ,621111,Physician Offices,FL,South,10,433481.59,1288071.32,51,1,5e+06,1000,0.9273,0.95
POL003043,Insured SYRCFGVN,236220,Construction,TX,South,109,9882785.64,43643767.09,12,4,1e+06,2500,0.4472,1.35
POL003044,Insured NHDCVEMA,452319,Retail,NY,Northeast,42,1946241.97,4326060.49,11,0,2e+06,10000,1.0823,1.05
POL003045,Insured WLWIUMVF,621111,Physician Offices,IL,Midwest,12,1360358.41,5541815.36,12,0,1e+06,2500,0.5548,0.95
POL003046,Insured DQXSKMQU,541330,Engineering Services,NC,South,26,2033198.26,6128099.66,14,0,1e+06,1000,0.6106,0.85
POL003047,Insured KOLVCWPV,452319,Retail,TX,South,14,859061.83,1725447.8,15,2,2e+06,5000,0.9113,1.05
POL003048,Insured PQBGTJUS,452319,Retail,FL,South,35,3968560.51,14668616.87,8,1,5e+06,1000,1.2777,1.05
POL003049,Insured ZGLNRFMZ,236220,Construction,TX,South,48,4569324.98,9619553.48,5,0,1e+06,1000,0.9819,1.35
POL003050,Insured YSGKOZBB,236220,Construction,FL,South,31,1599479.48,3966689.57,7,0,1e+06,5000,1.0737,1.35
POL003051,Insured BXBNLQMH,452319,Retail,NY,Northeast,20,2313835.83,9582057.2,16,0,5e+06,5000,1.1583,1.05
POL003052,Insured OPSFALHI,812112,Beauty Salons,WA,West,13,652185.29,2693790.23,24,1,1e+06,1000,0.6533,1.1
POL003053,Insured AZKTQYMB,812112,Beauty Salons,AZ,West,52,2295381.7,7105219.6,13,1,1e+06,5000,1.1424,1.1
POL003054,Insured REKDQJNR,611110,Schools,NC,South,32,3749800.74,15894996.95,26,0,2e+06,1000,0.7472,0.9
POL003055,Insured ZHJOPHQS,452319,Retail,FL,South,21,1032887.46,4317045.73,16,1,2e+06,1000,1.1757,1.05
POL003056,Insured LXFTQOZV,452319,Retail,TX,South,26,2920427.93,7561109.2,11,1,1e+06,1000,0.5243,1.05
POL003057,Insured CICDNAVN,722511,Restaurants,WA,West,6,392066.65,1255820.51,19,1,1e+06,1000,0.8295,1.15
POL003058,Insured QOPJIESI,812112,Beauty Salons,CA,West,21,1432852.35,4056901.89,11,0,1e+06,10000,0.4935,1.1
POL003059,Insured KTYLOCGE,236220,Construction,WA,West,25,2320165.79,5112342.67,12,1,2e+06,2500,0.8907,1.35
POL003060,Insured OFRGUVWE,236220,Construction,TX,South,23,1590669.09,4234847.28,8,0,5e+06,1000,1.0083,1.35
POL003061,Insured XFDHIGWE,611110,Schools,FL,South,69,5083496.13,16584780.49,13,1,1e+06,25000,1.0073,0.9
POL003062,Insured MCFSNXVB,812112,Beauty Salons,CA,West,17,1802639.32,6085966.76,20,3,1e+06,10000,0.9084,1.1
POL003063,Insured KTGTIZTR,452319,Retail,AZ,West,27,2501940.57,10992397.3,10,0,5e+06,1000,1.0196,1.05
POL003064,Insured CLUIKNRP,812112,Beauty Salons,PA,Northeast,28,3058702.29,10841486.86,20,2,2e+06,25000,1.5411,1.1
POL003065,Insured PDRAIVVC,452319,Retail,TX,South,19,1470931.44,3575090,5,0,1e+06,1000,2.1021,1.05
POL003066,Insured CDQTTOMU,541330,Engineering Services,CA,West,31,3294611.54,7236604.26,14,0,2e+06,1000,0.719,0.85
POL003067,Insured RGMJMTCS,236220,Construction,AZ,West,18,1079426.11,2713880.02,23,2,1e+06,5000,1.0325,1.35
POL003068,Insured AGOSUPGF,812112,Beauty Salons,TX,South,14,598937.14,2065707.11,4,1,2e+06,2500,0.7794,1.1
POL003069,Insured RRWOUZAS,541330,Engineering Services,NC,South,11,489142.65,1186213.73,15,1,1e+06,5000,0.75,0.85
POL003070,Insured TEBLCEZJ,812112,Beauty Salons,GA,South,27,2124216.97,5546928.6,27,2,5e+06,5000,0.7906,1.1
POL003071,Insured GOAERAFB,812112,Beauty Salons,FL,South,29,3366830.01,8029596.78,13,1,1e+06,5000,1.2553,1.1
POL003072,Insured CNALIISK,611110,Schools,IL,Midwest,17,1844285.47,8151050.83,35,1,5e+06,5000,1.0507,0.9
POL003073,Insured ZNPEQHLS,452319,Retail,AZ,West,19,1351870.18,4204922.63,20,0,1e+06,5000,0.7734,1.05
POL003074,Insured BAQJYCVO,812112,Beauty Salons,CA,West,47,4817409.62,19044710.71,14,0,2e+06,5000,1.1358,1.1
POL003075,Insured ZXPWUFJT,812112,Beauty Salons,IL,Midwest,39,3551159.62,11703746.36,20,2,2e+06,5000,0.9319,1.1
POL003076,Insured BKTRAZQW,621111,Physician Offices,TX,South,16,1797192.42,7137152.3,7,0,1e+06,5000,1.4081,0.95
POL003077,Insured KNFMDJCC,722511,Restaurants,CA,West,12,777970.05,2969101.38,8,1,1e+06,2500,1.0059,1.15
POL003078,Insured GFVGXINS,621111,Physician Offices,WA,West,25,2039758.6,3242570.34,5,0,1e+06,1000,0.9772,0.95
POL003079,Insured VJMQPCSN,812112,Beauty Salons,CA,West,27,1267744.29,4827572.94,16,2,1e+06,2500,0.5424,1.1
POL003080,Insured KYOAWHPM,541330,Engineering Services,NY,Northeast,6,731931.31,3177109.44,8,0,5e+06,1000,0.6591,0.85
POL003081,Insured SCCLXKJL,236220,Construction,AZ,West,11,866306.22,1434840.53,8,0,2e+06,10000,0.6818,1.35
POL003082,Insured XSTGLNXU,812112,Beauty Salons,PA,Northeast,62,3751190.61,12330938.52,7,2,1e+06,2500,1.3674,1.1
POL003083,Insured PMZADWOK,236220,Construction,NC,South,46,3312180.6,11311979.78,21,1,1e+06,25000,1.067,1.35
POL003084,Insured ERGKBBIK,722511,Restaurants,PA,Northeast,8,864129.77,2198119.25,11,0,2e+06,1000,0.8314,1.15
POL003085,Insured UCMZNEKA,236220,Construction,WA,West,62,3622631.33,9876828.86,5,2,2e+06,1000,0.8534,1.35
POL003086,Insured BGIJRQTC,236220,Construction,TX,South,15,1129827.5,2272609.57,20,0,1e+06,1000,0.8924,1.35
POL003087,Insured RQNZFQYD,722511,Restaurants,AZ,West,24,1725881.12,4840658.43,3,0,1e+06,5000,1.4984,1.15
POL003088,Insured CXANIZDY,236220,Construction,TX,South,14,1694820.34,6654329.8,20,1,2e+06,5000,0.8106,1.35
POL003089,Insured LSRRUWTR,452319,Retail,FL,South,133,13468469.55,33223253.12,7,1,5e+06,1000,0.7641,1.05
POL003090,Insured QPZASWAU,236220,Construction,PA,Northeast,16,1193533.12,4402655.06,13,0,5e+06,10000,0.544,1.35
POL003091,Insured BWXRMULC,722511,Restaurants,PA,Northeast,44,4722478.98,9077608.18,19,0,2e+06,2500,0.8827,1.15
POL003092,Insured UMLWODMQ,722511,Restaurants,GA,South,15,1467731.18,6065390.53,41,3,1e+06,5000,1.2184,1.15
POL003093,Insured FLHPAUIV,541330,Engineering Services,GA,South,17,1606115.65,6739575.99,16,0,1e+06,1000,1.3727,0.85
POL003094,Insured BEVSQSEX,611110,Schools,AZ,West,18,2001353.22,5622794,15,0,2e+06,1000,1.9573,0.9
POL003095,Insured MHKOKMMR,621111,Physician Offices,NC,South,87,4230866.93,14379541.98,22,1,2e+06,10000,1.3356,0.95
POL003096,Insured OXBXLAUY,812112,Beauty Salons,NC,South,10,1181655.95,4288101.3,8,0,5e+06,10000,1.3874,1.1
POL003097,Insured FQWUYMTN,722511,Restaurants,AZ,West,57,6936073.17,12606500.89,4,0,1e+06,5000,1.0796,1.15
POL003098,Insured ZVECDEQY,812112,Beauty Salons,GA,South,20,2181852.54,6851294.75,4,0,1e+06,1000,1.3527,1.1
POL003099,Insured JDYVVFGP,611110,Schools,GA,South,59,6503144.18,10637586.03,8,1,2e+06,1000,1.5854,0.9
POL003100,Insured GPDIAZSA,611110,Schools,NC,South,22,1952913.63,6794637.06,15,0,1e+06,2500,1.1635,0.9
POL003101,Insured YYOGQXDJ,611110,Schools,NY,Northeast,13,951759.13,4058065.52,27,2,1e+06,5000,0.6528,0.9
POL003102,Insured IXMYPCCE,621111,Physician Offices,NY,Northeast,21,882743.48,2569464.57,22,1,2e+06,5000,1.7377,0.95
POL003103,Insured VXTUXPRI,722511,Restaurants,WA,West,17,1375579.6,3195140.32,8,0,1e+06,10000,1.3458,1.15
POL003104,Insured XBVEAQSE,541330,Engineering Services,IL,Midwest,13,1461458.34,3488003.77,21,0,2e+06,1000,0.9436,0.85
POL003105,Insured NJXMNRMW,236220,Construction,GA,South,86,4060463.37,11491996.8,22,1,2e+06,1000,1.0202,1.35
POL003106,Insured JNFBTBSZ,722511,Restaurants,PA,Northeast,53,6267477.13,11864512.65,4,0,2e+06,2500,0.4798,1.15
POL003107,Insured HICENTIE,452319,Retail,PA,Northeast,16,1923061.32,8558042.44,3,4,2e+06,5000,1.8765,1.05
POL003108,Insured TZZIZBDG,611110,Schools,NC,South,27,1720816.36,4448389.67,6,1,1e+06,10000,1.3434,0.9
POL003109,Insured BDOFEGOO,621111,Physician Offices,WA,West,7,755978.25,2956792.47,2,0,2e+06,10000,2.0224,0.95
POL003110,Insured WJYHWFRZ,452319,Retail,IL,Midwest,32,3729550.79,13379524.2,36,0,1e+06,2500,0.9335,1.05
POL003111,Insured RHHYMAND,621111,Physician Offices,PA,Northeast,21,1975784.91,4548557.77,17,2,2e+06,2500,1.2448,0.95
POL003112,Insured HGTAQNIT,541330,Engineering Services,GA,South,12,1462751.03,3179637.42,6,0,1e+06,10000,0.6704,0.85
POL003113,Insured MPASQIHW,541330,Engineering Services,CA,West,46,2535474.87,8721479.54,15,0,1e+06,5000,1.8849,0.85
POL003114,Insured WCSBQFRH,812112,Beauty Salons,NC,South,12,1360423.87,4913700.38,33,1,1e+06,5000,1.1076,1.1
POL003115,Insured HAEZZHON,812112,Beauty Salons,FL,South,27,2663195.41,5496202,25,1,1e+06,1000,0.7541,1.1
POL003116,Insured WYCKXIDF,812112,Beauty Salons,WA,West,67,4430929.5,7476651.77,8,1,5e+06,1000,0.9844,1.1
POL003117,Insured VQLOHTHY,236220,Construction,NC,South,55,2707763.22,7026629.34,29,1,1e+06,2500,1.1654,1.35
POL003118,Insured HOSFLTDD,621111,Physician Offices,FL,South,27,1868642.16,3698411.48,22,1,5e+06,5000,1.2446,0.95
POL003119,Insured LAITVZAE,621111,Physician Offices,GA,South,61,6778424.94,22528377.78,7,0,1e+06,1000,0.9108,0.95
POL003120,Insured WOFDGKPU,812112,Beauty Salons,IL,Midwest,33,1899030.48,3659085.83,19,2,2e+06,2500,1.7492,1.1
POL003121,Insured KOZIIPOH,621111,Physician Offices,NY,Northeast,19,1298845.99,3624295.93,13,2,1e+06,2500,1.1815,0.95
POL003122,Insured BHFGYIJK,541330,Engineering Services,WA,West,16,653409.71,2634051.94,13,1,5e+06,2500,0.8774,0.85
POL003123,Insured TJQFZSTM,452319,Retail,GA,South,52,5873271.89,23663037.5,21,1,5e+06,1000,1.0183,1.05
POL003124,Insured KVWXEWKD,722511,Restaurants,FL,South,43,1958648.22,7373810.58,8,1,2e+06,2500,1.0783,1.15
POL003125,Insured PGIZJGZN,621111,Physician Offices,NC,South,49,3975494.49,13740340.96,18,1,1e+06,1000,1.1377,0.95
POL003126,Insured GCVOFZRJ,452319,Retail,CA,West,11,968102.45,3407446.6,25,2,5e+06,1000,1.1257,1.05
POL003127,Insured XRUMNCPU,621111,Physician Offices,NY,Northeast,59,4457341.93,16180719.58,11,0,2e+06,2500,1.0159,0.95
POL003128,Insured RRHYWFOT,452319,Retail,TX,South,11,471987.17,2102804.98,14,0,1e+06,1000,1.5375,1.05
POL003129,Insured BMUCJULG,722511,Restaurants,PA,Northeast,99,11652828.69,33061676.18,4,0,1e+06,10000,0.8967,1.15
POL003130,Insured WGCBSBPW,541330,Engineering Services,WA,West,24,1705452.93,6148678.96,6,1,5e+06,10000,0.5425,0.85
POL003131,Insured TTWLLIVJ,452319,Retail,TX,South,12,1383829.88,5586633.51,29,0,2e+06,2500,0.6823,1.05
POL003132,Insured QUSERKUV,812112,Beauty Salons,AZ,West,9,798707.06,1679477.67,8,1,1e+06,1000,1.1894,1.1
POL003133,Insured PPYXVAKX,722511,Restaurants,IL,Midwest,146,15874753.64,52049981.33,9,0,1e+06,2500,1.3471,1.15
POL003134,Insured PAGEPAHB,611110,Schools,NC,South,18,838377.89,2548727.27,11,2,1e+06,10000,0.7496,0.9
POL003135,Insured QOCXPCVP,611110,Schools,FL,South,25,2161722.65,3417940.18,17,2,1e+06,2500,0.9839,0.9
POL003136,Insured TOJFUNPY,452319,Retail,FL,South,35,4117832.87,17249394.15,27,1,1e+06,5000,0.8174,1.05
POL003137,Insured QMCSAEZY,541330,Engineering Services,AZ,West,79,4517788.31,18817040.3,3,1,2e+06,2500,1.0032,0.85
POL003138,Insured XUFLFGGU,722511,Restaurants,TX,South,41,4081133.42,10565007.91,21,2,2e+06,1000,1.5589,1.15
POL003139,Insured PJHNPRCB,236220,Construction,TX,South,127,6688358.59,29928992.13,19,3,1e+06,2500,0.951,1.35
POL003140,Insured GTRSQDGK,812112,Beauty Salons,NY,Northeast,57,4071820.66,12909547.49,5,0,2e+06,2500,1.136,1.1
POL003141,Insured SXDWTSTN,611110,Schools,TX,South,35,2590002.59,7910679.31,7,0,2e+06,5000,1.5407,0.9
