policy_id,year,exposure,payroll
POL003162,2024,0.752,1153963.87
POL003163,2019,0.985,4000176.34
POL003163,2020,0.708,3964536.36
POL003164,2018,0.655,796390.56
POL003164,2019,0.64,732724.6
POL003164,2020,0.976,781493.01
POL003165,2023,0.958,4089771.1
POL003166,2024,0.719,1201325.71
POL003167,2020,0.706,12010970.29
POL003167,2021,0.649,11840758.97
POL003168,2022,0.935,3987294.55
POL003168,2023,0.915,4075911.27
POL003169,2019,0.718,3757657.46
POL003169,2020,0.845,3879271.5
POL003169,2021,0.86,3722774
POL003170,2019,0.778,3228907.6
POL003170,2020,0.944,3141718.98
POL003170,2021,0.632,3416012.28
POL003170,2022,0.664,3098116.73
POL003171,2021,0.753,1549546.97
POL003171,2022,0.644,1655941.77
POL003172,2022,0.6,8558278.72
POL003173,2021,0.8,1586596.11
POL003174,2018,0.971,1198000.86
POL003175,2018,0.618,6500106.46
POL003175,2019,0.934,6834520.12
POL003176,2023,0.866,2203236.12
POL003177,2018,0.723,9795456.51
POL003177,2019,0.872,10396181.49
POL003178,2020,0.948,4229819.85
POL003178,2021,0.763,4362552.52
POL003178,2022,0.721,4364718.82
POL003179,2019,0.949,634531.1
POL003179,2020,0.759,655348.27
POL003179,2021,0.644,658317.67
POL003180,2020,0.922,1055961.3
POL003180,2021,0.705,1034605.98
POL003180,2022,0.609,1027556.22
POL003180,2023,0.644,950952.39
POL003181,2024,0.867,2674453
POL003182,2024,0.773,4129451.42
POL003183,2022,0.603,6703429.18
POL003183,2023,0.975,6727349.6
POL003183,2024,0.634,6251401.62
POL003184,2020,0.856,2985028.39
POL003184,2021,0.631,3097523.82
POL003184,2022,0.625,2967601
POL003184,2023,0.771,2849211.68
POL003185,2024,0.689,3509244.09
POL003186,2021,0.808,2386298
POL003187,2021,0.803,513080.66
POL003187,2022,0.736,545515.07
POL003188,2024,0.653,1118811.97
POL003189,2019,0.836,2591855.67
POL003190,2022,0.748,7810433.84
POL003191,2022,0.914,615626.52
POL003192,2022,0.632,4727920.73
POL003192,2023,0.601,4558046
POL003192,2024,0.976,4755314.81
POL003193,2020,0.655,2431454.44
POL003194,2023,0.939,786678.91
POL003194,2024,0.601,803142.57
POL003195,2020,0.777,1333755.25
POL003196,2022,0.616,5933222.19
POL003196,2023,0.906,5699313.61
POL003197,2024,0.756,7727730.14
POL003198,2018,0.676,3853899.79
POL003198,2019,0.693,4127465.03
POL003198,2020,0.859,4146291.92
POL003198,2021,0.745,3918467.18
POL003199,2018,0.686,1797245.23
POL003199,2019,0.769,1716774.65
POL003199,2020,0.714,1747143.8
POL003199,2021,0.615,1740671.32
POL003200,2021,0.765,4386653.98
POL003201,2018,0.737,1439891.71
POL003202,2020,0.698,11114771.38
POL003202,2021,0.673,10054443.85
POL003203,2021,0.918,2491265.65
POL003204,2023,0.933,417500.6
POL003205,2022,0.896,3095853.4
POL003205,2023,0.797,3117189.18
POL003206,2024,0.914,1369886.36
POL003207,2021,0.932,2444358.22
POL003208,2020,0.661,1533115.93
POL003208,2021,0.636,1458722.6
POL003209,2018,0.805,450806.09
POL003210,2020,0.841,1699047.34
POL003210,2021,0.799,1717513.69
POL003210,2022,0.789,1638936.48
POL003211,2021,0.927,3115395.32
POL003211,2022,0.876,3005191.15
POL003212,2019,0.676,6495627.47
POL003212,2020,0.797,6541088.15
POL003212,2021,0.637,7199778.25
POL003213,2021,0.606,4186338.15
POL003213,2022,0.924,4285875.91
POL003214,2020,0.722,798349.66
POL003215,2022,0.659,2403400.04
POL003215,2023,0.803,2111704.54
POL003216,2023,0.672,5398778.56
POL003216,2024,0.923,5978052.64
POL003217,2022,0.693,3884023.49
POL003218,2021,0.794,2183843.15
POL003219,2019,0.701,8523293.89
POL003219,2020,0.911,9005925.46
POL003219,2021,0.722,8454099.65
POL003219,2022,0.988,9286520.88
POL003220,2020,0.622,852912.93
POL003220,2021,0.759,890042.55
POL003220,2022,0.692,968519.34
POL003221,2023,0.8,10497604.99
POL003222,2021,0.935,1877561.82
POL003222,2022,0.809,2009150.63
POL003222,2023,0.627,2068362.11
POL003223,2023,0.702,651110.16
POL003223,2024,0.92,633366.58
POL003224,2018,0.977,2631092.25
POL003225,2018,0.728,2563059.82
POL003225,2019,0.629,2727976.89
POL003225,2020,0.604,2544743.57
POL003226,2020,0.617,3053625.84
POL003227,2019,0.925,1228070.68
POL003228,2023,0.92,1092564.41
POL003228,2024,0.802,1219257.1
POL003229,2020,0.799,3166713.75
POL003229,2021,0.739,3096759.5
POL003229,2022,0.887,3050317.45
POL003230,2020,0.951,2181740.61
POL003230,2021,0.93,2035300.95
POL003230,2022,0.735,1936258.64
POL003230,2023,0.934,2179604.76
POL003231,2023,0.719,5635091.58
POL003232,2018,0.731,840679.95
POL003233,2024,0.889,3343749.34
POL003234,2018,0.903,1702527.95
POL003234,2019,0.714,1630200.87
POL003235,2020,0.848,1485279.97
POL003235,2021,0.671,1551183.93
POL003235,2022,0.806,1463520.52
POL003235,2023,0.981,1568455.43
POL003236,2021,0.678,3762849.87
POL003236,2022,0.604,3969705.44
POL003237,2024,0.724,4550305.2
POL003238,2023,0.913,3518167.14
POL003238,2024,0.678,3669016.13
POL003239,2018,0.876,704201.67
POL003239,2019,0.66,716183.79
POL003240,2020,0.763,1297896.84
POL003240,2021,0.904,1201009.97
POL003241,2020,0.994,1109469.05
POL003241,2021,0.926,1054476.17
POL003242,2021,0.74,1175399.3
POL003242,2022,0.741,1216486.36
POL003242,2023,0.795,1150945.17
POL003243,2023,0.837,309017.1
POL003244,2023,0.988,1652278.22
POL003244,2024,0.762,1655607.09
POL003245,2023,0.611,1435744.35
POL003246,2024,0.936,3586880.19
POL003247,2021,0.933,909539.18
POL003247,2022,0.653,866176.18
POL003248,2020,0.641,1947259.29
POL003248,2021,0.972,2189421.76
POL003249,2020,0.807,6126342.89
POL003249,2021,0.85,6170403.75
POL003249,2022,0.729,6567936.18
POL003250,2018,0.805,8996243.52
POL003250,2019,0.676,9402326.13
POL003250,2020,0.932,8583415.49
POL003251,2022,0.929,2982124.79
POL003252,2022,0.735,5317903.17
POL003253,2018,0.792,1149115.03
POL003253,2019,0.963,1137538.36
POL003254,2023,0.685,5114026.27
POL003254,2024,0.839,4990913.53
POL003255,2023,0.611,3161595.78
POL003255,2024,0.701,3276050.37
POL003256,2019,0.808,9042416.27
POL003256,2020,0.993,9212043.36
POL003257,2021,0.652,3913279.81
POL003257,2022,0.805,3591315.68
POL003258,2020,0.882,1644345.45
POL003258,2021,0.981,1541137.74
POL003259,2023,0.8,1548645.18
POL003259,2024,0.678,1520141.97
POL003260,2020,0.949,7365275.29
POL003260,2021,0.757,6832144.64
POL003260,2022,0.887,7045006.77
POL003261,2018,0.702,2232796.94
POL003262,2021,0.933,5301006.98
POL003262,2022,0.686,5440153.7
POL003262,2023,0.616,5484091.68
POL003262,2024,0.844,5154629.81
POL003263,2018,0.621,3494901.64
POL003263,2019,0.755,3244253.97
POL003263,2020,0.684,3105554.16
POL003264,2019,0.854,4088352.19
POL003264,2020,0.678,4130761.61
POL003265,2019,0.728,1725343.33
POL003265,2020,0.715,1736820.77
POL003265,2021,0.76,1691343.11
POL003266,2021,0.915,2919166.63
POL003266,2022,0.959,2855343.27
POL003266,2023,0.642,2671297
POL003267,2020,0.829,1258590.4
POL003268,2022,0.949,4160648.33
POL003269,2021,0.936,2574914.63
POL003270,2023,0.729,1443475.38
POL003270,2024,0.783,1357622
POL003271,2019,0.824,1041699.35
POL003271,2020,0.694,1113950.09
POL003272,2020,0.943,1753004.51
POL003272,2021,0.8,1585669.98
POL003272,2022,0.955,1754891.94
POL003273,2020,0.673,3246410.2
POL003273,2021,0.848,3469964.43
POL003274,2019,0.779,2246762.7
POL003274,2020,0.867,2018398.49
POL003274,2021,0.704,2287695.95
POL003275,2021,0.848,7976531.54
POL003275,2022,0.897,8313751.99
POL003276,2021,0.852,2755352.83
POL003276,2022,0.666,2816540.88
POL003277,2021,0.871,7950307.89
POL003278,2020,0.764,528758.93
POL003278,2021,0.839,480731.73
POL003279,2022,0.866,2639253.03
POL003279,2023,0.987,2494983.25
POL003280,2022,0.72,240114.44
POL003280,2023,0.91,218795.85
POL003281,2021,0.911,6457622.61
POL003281,2022,0.843,6196547.43
POL003282,2021,0.811,1504776.02
POL003283,2020,0.847,5061075.72
POL003284,2021,0.902,739332.66
POL003284,2022,0.836,777133.89
POL003285,2018,0.767,1660028.96
POL003286,2022,0.639,1293548.76
POL003286,2023,0.688,1289514.46
POL003286,2024,0.746,1309051.96
POL003287,2020,0.724,4139875.03
POL003287,2021,0.813,4258849.77
POL003287,2022,0.748,4376691.25
POL003288,2018,0.789,885194.53
POL003288,2019,0.746,906824.3
POL003288,2020,0.736,877623.63
POL003289,2019,0.727,2474502.26
POL003289,2020,0.777,2286899.21
POL003289,2021,0.638,2226145.59
POL003290,2024,0.883,2569708.84
POL003291,2023,0.82,3517629.55
POL003291,2024,0.785,3173410.89
POL003292,2020,0.639,1513879.02
POL003292,2021,0.961,1664993.4
POL003292,2022,0.701,1505964
POL003293,2019,0.822,2272003.17
POL003293,2020,0.909,2236600.34
POL003293,2021,0.996,2206424.21
POL003293,2022,0.749,2469813.45
POL003294,2024,0.877,2386809.59
POL003295,2020,0.86,1764325.42
POL003295,2021,0.614,1978490.93
POL003295,2022,0.868,1741507.95
POL003295,2023,0.691,1727866.02
POL003296,2021,0.689,6076241.83
POL003296,2022,0.657,5703122.63
POL003296,2023,0.997,5630128.72
POL003297,2022,0.978,561489
POL003297,2023,0.63,574671.7
POL003297,2024,0.773,531404.97
POL003298,2018,0.794,4979612.09
POL003298,2019,0.89,5680857.25
POL003299,2019,0.951,1189795.78
POL003300,2023,0.827,9684202.22
POL003300,2024,0.916,9794316.68
POL003301,2022,0.863,1214758.35
POL003301,2023,0.708,1243271.83
POL003301,2024,0.745,1298160.22
POL003302,2020,0.77,4182748.82
POL003303,2022,0.846,1433314.5
POL003303,2023,0.865,1609276.91
POL003303,2024,0.81,1634971.57
POL003304,2020,0.621,1921146.25
POL003304,2021,0.687,2007828.19
POL003304,2022,0.97,1964836.42
POL003305,2019,0.713,567203.75
POL003305,2020,0.816,611516.09
POL003305,2021,0.814,594601.74
POL003306,2024,0.966,3700436.47
POL003307,2019,0.607,1076167.38
POL003308,2024,0.973,5509688.76
POL003309,2020,0.946,434545.07
POL003309,2021,0.773,399363.84
POL003310,2020,0.733,2217640.02
POL003310,2021,0.817,2306519.59
POL003310,2022,0.927,2334698.56
POL003310,2023,0.847,2301722.77
POL003311,2018,0.928,2203251.77
POL003311,2019,0.706,1998510.8
POL003312,2024,0.96,1430049.44
POL003313,2021,0.902,512347.77
POL003313,2022,0.787,546153.66
POL003313,2023,0.866,493629.14
POL003314,2024,0.701,972156.48
POL003315,2019,0.798,657914.47
POL003315,2020,0.981,697309.24
POL003316,2021,0.945,1539742.71
POL003317,2018,0.702,7192730.24
POL003318,2021,0.78,732552.61
POL003318,2022,0.83,724386.89
POL003319,2019,0.935,3839322.37
POL003320,2018,0.629,2512859.9
POL003321,2024,0.67,520481.33
POL003322,2020,0.837,1787574.71
POL003323,2018,0.844,2723065.04
POL003323,2019,0.93,2662318.76
POL003324,2020,0.61,1614053.02
POL003324,2021,0.818,1401183.15
POL003325,2021,0.722,1296015.48
POL003325,2022,0.913,1429334.32
POL003326,2021,0.632,922142.31
POL003326,2022,0.734,989865.88
POL003326,2023,0.977,918792.41
POL003327,2020,0.668,2783022.66
POL003327,2021,0.724,2939596.3
POL003327,2022,0.993,2927624.2
POL003327,2023,0.812,3025395.34
POL003328,2021,0.798,1641833.96
POL003329,2019,0.688,1156429.9
POL003329,2020,0.617,1175297.33
POL003330,2024,0.665,2883798.67
POL003331,2022,0.893,621638.09
POL003331,2023,0.73,586276.74
POL003332,2020,0.978,401517.46
POL003333,2023,0.673,3416284.96
POL003333,2024,0.891,3255652.83
POL003334,2023,0.87,984749.28
POL003335,2020,0.65,16634731.6
POL003335,2021,0.695,15805820.06
POL003336,2018,0.873,1368171.06
POL003337,2024,0.931,859086.94
POL003338,2018,0.63,3655267.43
POL003339,2023,0.616,2103342.07
POL003340,2024,0.603,1789405.94
POL003341,2022,0.719,2707267.87
POL003341,2023,0.868,2489030.2
POL003341,2024,0.674,2383311.17
POL003342,2021,0.742,547901.15
POL003342,2022,0.685,522759.51
POL003343,2021,0.789,3008477.76
POL003344,2023,0.66,4634880.53
POL003345,2021,0.656,5916067.24
POL003345,2022,0.657,6512392.95
POL003346,2023,0.896,3829246.19
POL003346,2024,0.725,3463397.41
POL003347,2019,0.842,2964413.42
POL003347,2020,0.946,2885736.01
POL003348,2024,0.75,2779880.97
POL003349,2024,0.625,1520758.63
POL003350,2020,0.816,947484.39
POL003350,2021,0.636,946032.64
POL003351,2019,0.832,3385716.72
POL003352,2023,0.739,2158215.07
POL003352,2024,0.809,2101600.15
POL003353,2021,0.679,343882.74
POL003353,2022,0.621,339906.74
POL003354,2022,0.84,836190
POL003354,2023,0.743,890866.22
POL003354,2024,0.911,810055.62
POL003355,2023,0.946,234576.32
POL003356,2024,0.604,439792.35
POL003357,2021,0.732,5074613.78
POL003358,2021,0.75,1278313.69
POL003358,2022,0.613,1346529.13
POL003358,2023,0.974,1332118.88
POL003359,2020,0.799,3694214.25
POL003359,2021,0.889,3602386.29
POL003360,2022,0.721,1001334.14
POL003360,2023,0.733,1015609.38
POL003361,2021,0.709,2802138.66
POL003362,2022,0.623,1770397.48
POL003362,2023,0.852,1829467.45
POL003363,2018,0.669,5982855.98
POL003363,2019,0.997,6540567.94
POL003364,2022,0.95,221688.96
POL003364,2023,0.832,229993.18
POL003365,2019,0.831,339259.87
POL003365,2020,0.631,334720.35
POL003366,2020,0.774,3383253.18
POL003366,2021,0.9,3213157.41
POL003367,2024,0.616,1418201.13
POL003368,2020,0.912,869786.65
POL003368,2021,0.897,867835.65
POL003369,2018,0.706,1119159.1
POL003369,2019,0.828,1133022.26
POL003370,2024,0.906,3835809.32
POL003371,2018,0.826,1641386.72
POL003371,2019,0.677,1594637.95
POL003372,2020,0.961,673920.79
POL003372,2021,0.883,730265.55
POL003372,2022,0.763,691917.01
POL003372,2023,0.847,673008.02
POL003373,2023,0.776,445580.87
POL003373,2024,0.783,418808.78
POL003374,2018,0.651,696465.57
POL003375,2024,0.902,3467616.81
POL003376,2018,0.626,2220725.04
POL003376,2019,0.687,2422758.55
POL003377,2020,0.922,7364724.39
POL003377,2021,0.644,7307424.46
POL003378,2021,0.829,1470764.68
POL003379,2023,0.943,4027252.61
POL003380,2018,0.917,2189124.95
POL003381,2021,0.619,1907096.57
POL003382,2024,0.631,1029743.42
POL003383,2024,0.794,686784.87
POL003384,2021,0.955,1874122.49
POL003384,2022,0.632,1994839.23
POL003384,2023,0.903,1795702.62
POL003385,2019,0.825,2625947.61
POL003385,2020,0.909,2601852.51
POL003386,2023,0.886,1632059.97
POL003386,2024,0.76,1573909.9
POL003387,2020,0.895,1575601.22
POL003387,2021,0.995,1737338.78
POL003387,2022,0.712,1599912.27
POL003388,2018,0.861,2897200.27
POL003388,2019,0.966,2830923.95
POL003389,2022,0.654,1498905.02
POL003389,2023,0.815,1538916.28
POL003389,2024,0.811,1565984.85
POL003390,2023,0.987,658785.4
POL003391,2018,0.608,2211371.25
POL003391,2019,0.647,2190088.7
POL003391,2020,0.771,2124478.6
POL003391,2021,0.894,2268261.52
POL003392,2020,0.886,13787956.76
POL003392,2021,0.996,13860379.52
POL003393,2022,0.872,3997949.35
POL003394,2024,0.65,3244124.88
POL003395,2020,0.8,3831252.52
POL003395,2021,0.788,3567978.56
POL003395,2022,0.657,3458162.66
POL003395,2023,0.956,3408550.88
POL003396,2023,0.716,847435.88
POL003396,2024,0.679,827075.11
POL003397,2021,0.614,1768060.2
POL003398,2021,0.984,1271927.24
POL003399,2020,0.969,457414.7
POL003399,2021,0.885,474182.92
POL003399,2022,0.709,470552.5
POL003399,2023,0.799,456632.89
POL003400,2022,0.825,3668626.29
POL003400,2023,0.92,3840706.21
POL003401,2019,0.897,471190.33
POL003401,2020,0.738,479538.74
POL003401,2021,0.769,425372.92
POL003402,2018,0.606,2802763.68
POL003402,2019,0.611,2652818.23
POL003403,2021,0.694,1295297.29
POL003403,2022,0.79,1367541.58
POL003404,2024,0.657,5781309.09
POL003405,2023,0.733,3052261.47
POL003406,2024,0.735,4512047.95
POL003407,2019,0.602,1026678.64
POL003407,2020,0.898,978890.88
POL003408,2021,0.898,426016.01
POL003408,2022,0.874,409395.61
POL003408,2023,0.91,393768.17
POL003409,2019,0.935,2630974.09
POL003410,2022,0.666,2752982.37
POL003411,2018,0.866,1360549.81
POL003412,2020,0.711,2716368.65
POL003412,2021,0.697,2891976.92
POL003413,2019,0.715,244058.02
POL003414,2023,0.683,906097.99
POL003415,2021,0.849,915516.53
POL003415,2022,0.725,972119.2
POL003415,2023,0.783,943231.86
POL003416,2019,0.949,2306782.41
POL003416,2020,0.864,2213712.25
POL003416,2021,0.704,2244986.05
POL003416,2022,0.711,2281018.03
POL003417,2022,0.912,1843741.17
POL003417,2023,0.639,1631708.66
POL003417,2024,0.922,1814210.38
POL003418,2023,0.914,831538.52
POL003419,2020,0.83,4291166.92
POL003419,2021,0.692,4112523.6
POL003420,2023,0.775,3751458.85
POL003421,2020,0.882,1430401.48
POL003421,2021,0.812,1569237.92
POL003421,2022,0.699,1431483.45
POL003421,2023,0.612,1423409.57
POL003422,2022,0.634,2429557.67
POL003423,2018,0.927,461473.81
POL003423,2019,0.667,422472.95
POL003424,2018,0.68,3742256.17
POL003424,2019,0.915,3814108.71
POL003425,2022,0.913,1839117.97
POL003425,2023,0.749,1782000.61
POL003425,2024,0.663,2038895.74
POL003426,2020,0.756,4275497.66
POL003427,2018,0.924,1662961.64
POL003427,2019,0.825,1646799.42
POL003427,2020,0.604,1493707.22
POL003428,2024,0.829,989806.6
POL003429,2023,0.707,1742835.6
POL003430,2024,0.925,1269330.02
POL003431,2022,0.711,2630052.62
POL003431,2023,0.694,2399467
POL003431,2024,0.91,2339534.5
POL003432,2021,0.973,642479.15
POL003432,2022,0.844,631279.88
POL003433,2020,0.992,4045244.29
POL003433,2021,0.66,4540944.69
POL003434,2019,0.829,1347464.06
POL003435,2021,0.649,962417.28
POL003436,2023,0.781,3571105.55
POL003436,2024,0.987,3359446.61
POL003437,2019,0.736,2194996.7
POL003438,2024,0.92,5776329.7
POL003439,2018,0.836,961584.43
POL003439,2019,0.832,901601.63
POL003439,2020,0.939,934693.69
POL003440,2020,0.829,2800993.51
POL003441,2023,0.723,3845728.69
POL003441,2024,0.985,4109127.88
POL003442,2022,0.863,3123834.69
POL003442,2023,0.973,3282846.18
POL003443,2022,0.8,4223245.95
POL003444,2018,0.803,939675.84
POL003445,2024,0.67,1116376.35
POL003446,2022,0.664,2203994.07
POL003446,2023,0.847,2228613.8
POL003447,2020,0.881,3677809.42
POL003447,2021,0.904,3672253.64
POL003447,2022,0.991,3611544.89
POL003448,2018,0.898,3506838.29
POL003449,2019,0.981,484013.73
POL003449,2020,0.964,443383.33
POL003449,2021,0.838,459198.37
POL003450,2020,0.725,2786085.3
POL003450,2021,0.644,2917358.01
POL003450,2022,0.979,2793024.03
POL003451,2019,0.793,1593167.33
POL003451,2020,0.891,1480863.52
POL003452,2021,0.749,8464128.8
POL003453,2024,0.663,2692157.53
POL003454,2024,0.788,654835.37
POL003455,2018,0.931,1236305.1
POL003456,2020,0.895,1602760.33
POL003457,2021,0.951,1675014.06
POL003457,2022,0.767,1731552.18
POL003457,2023,0.936,1713375.52
POL003457,2024,0.935,1624382.51
POL003458,2022,0.964,1714838.79
POL003458,2023,0.705,1759554.41
POL003458,2024,0.947,1689396.83
POL003459,2019,0.77,8000050.76
POL003459,2020,0.77,7349800.9
POL003460,2018,0.95,988704.45
POL003460,2019,0.974,1002922.26
POL003461,2018,0.632,10062609.6
POL003461,2019,0.961,10327449.09
POL003461,2020,0.861,10630817.41
POL003462,2024,0.997,430493.89
POL003463,2024,0.605,2603394.03
POL003464,2021,0.804,1828670
POL003465,2018,0.863,1880873.01
POL003466,2023,0.626,1817996.62
POL003466,2024,0.808,1678753.28
POL003467,2019,0.838,4187874.36
POL003467,2020,0.727,4281257.88
POL003467,2021,0.845,3989427.53
POL003468,2022,0.865,2119153.1
POL003468,2023,0.802,2014076.88
POL003468,2024,0.833,1983145.11
POL003469,2021,0.677,1069090.45
POL003469,2022,0.678,1070852.65
POL003470,2022,0.85,7348777.63
POL003471,2019,0.655,5437855
POL003472,2019,0.985,1370577.06
POL003473,2020,0.848,2048233.27
POL003473,2021,0.611,2177137.87
POL003474,2020,0.885,735783.61
POL003475,2021,0.873,2243762.02
POL003475,2022,0.783,2356626.46
POL003475,2023,0.806,2365120.09
POL003475,2024,0.725,2110472.28
POL003476,2021,0.915,10198119.11
POL003476,2022,0.717,10317482.34
POL003476,2023,0.723,10484296.53
POL003477,2018,0.842,3317108.23
POL003477,2019,0.631,3323018.81
POL003477,2020,0.829,3105828.08
POL003478,2024,0.974,4143934.34
POL003479,2021,0.808,2816998.15
POL003479,2022,0.935,2565099.18
POL003479,2023,0.864,2794062.64
POL003479,2024,0.644,2523009.72
POL003480,2020,0.739,2306817.91
POL003480,2021,0.652,2339930.91
POL003480,2022,0.793,2282238.2
POL003480,2023,0.605,2155068.78
POL003481,2024,0.953,4342342.6
POL003482,2019,0.755,8864680.58
POL003483,2020,0.799,5664922.76
POL003483,2021,0.988,6012557.53
POL003484,2023,0.767,938126.5
POL003484,2024,0.833,912950.56
POL003485,2019,0.897,15674144.8
POL003485,2020,0.611,16119078.4
POL003485,2021,0.72,15288399.85
POL003486,2022,0.829,868864.26
POL003486,2023,0.966,889991.1
POL003487,2020,0.614,3009547.17
POL003487,2021,0.925,3137821.01
POL003487,2022,0.907,3044732.85
POL003488,2020,0.9,7171767.44
POL003488,2021,0.885,6503661.94
POL003488,2022,0.689,6737137.88
POL003489,2018,0.771,2666116.38
POL003490,2023,0.9,922314.41
POL003491,2020,0.838,1032436.79
POL003491,2021,0.659,1076709.31
POL003492,2020,0.749,1290562.5
POL003492,2021,0.873,1284378.25
POL003492,2022,0.607,1329196.2
POL003493,2018,0.896,2268190.49
POL003493,2019,0.749,2328886.39
POL003494,2019,0.734,4417204.24
POL003494,2020,0.822,4031889.05
POL003494,2021,0.682,4476331.48
POL003495,2020,0.989,13765392.54
POL003496,2020,0.809,1127638.72
POL003496,2021,0.926,1028742.86
POL003496,2022,0.616,1068276.64
POL003496,2023,0.802,1075513.07
POL003497,2023,0.833,1446307.25
POL003498,2019,0.733,5230603.52
POL003498,2020,0.745,5423926.48
POL003499,2018,0.733,3801923.87
POL003499,2019,0.938,3969076.28
POL003500,2020,0.8,5325994.9
POL003500,2021,0.873,5021653.13
POL003501,2018,0.908,558550.49
POL003501,2019,0.714,571206.07
POL003502,2024,0.645,4075189.49
POL003503,2020,0.668,12240878.05
POL003503,2021,0.78,12130989.25
POL003504,2023,0.92,318390.94
POL003504,2024,0.883,300495.62
POL003505,2021,0.632,3697482.5
POL003505,2022,0.957,3862571.11
POL003506,2018,0.844,210069.11
POL003507,2024,0.736,1486237.28
POL003508,2018,0.875,700486.76
POL003508,2019,0.698,732557.48
POL003508,2020,0.903,747928.38
POL003508,2021,0.64,726170.72
POL003509,2024,0.865,3324295.66
POL003510,2024,0.867,3777313.54
POL003511,2019,0.666,880633.21
POL003511,2020,0.729,956893.98
POL003512,2024,0.773,9301149.62
POL003513,2018,0.861,2100991.14
POL003513,2019,0.883,2315984.49
POL003513,2020,0.936,2334862.25
POL003514,2022,0.927,3483646.57
POL003515,2024,0.939,656787.77
POL003516,2023,0.689,11155449.3
POL003516,2024,0.799,10949911.33
POL003517,2023,0.718,1026087.84
POL003518,2021,0.872,5175491.43
POL003518,2022,0.994,5004557.22
POL003519,2022,0.606,2349801.92
POL003520,2021,0.663,4341160.54
POL003521,2020,0.816,1617334.32
POL003522,2020,0.959,2589225.64
POL003522,2021,0.908,2608696.59
POL003523,2020,0.992,2205667.06
POL003523,2021,0.673,2058312.75
POL003524,2018,0.738,362489.97
POL003524,2019,0.974,393729.68
POL003525,2019,0.687,1160221.86
POL003526,2023,0.717,9702023.88
POL003527,2023,0.839,6036076.92
POL003527,2024,0.741,6177206.65
POL003528,2022,0.64,3393400.34
POL003528,2023,0.695,3620585.91
POL003529,2018,0.696,23684409.16
POL003529,2019,0.876,22246752.29
POL003529,2020,0.957,23637050.49
POL003529,2021,0.748,24075416.32
POL003530,2024,0.747,5068143.79
POL003531,2018,0.975,417823.5
POL003531,2019,0.867,432330.16
POL003531,2020,0.788,401727.66
POL003532,2024,0.756,1799321.19
POL003533,2024,0.834,1531540.63
POL003534,2022,0.832,6551924.84
POL003534,2023,0.651,5878238.51
POL003534,2024,0.87,6031708.96
POL003535,2018,0.959,14062866.48
POL003535,2019,0.702,14972872.59
POL003536,2020,0.683,4604517.9
POL003537,2023,0.705,606559.47
POL003537,2024,0.84,590852.66
POL003538,2021,0.74,2360378.1
POL003538,2022,0.824,2302117.14
POL003539,2023,0.629,1277441.32
POL003540,2021,0.929,2496019.65
POL003540,2022,0.894,2543094.21
POL003541,2020,0.858,839984.57
POL003541,2021,0.629,847107.73
POL003541,2022,0.868,737125.55
POL003542,2018,0.793,610927.74
POL003542,2019,0.86,660234.2
POL003543,2024,0.836,3052465.15
POL003544,2023,0.601,1061038.28
POL003544,2024,0.62,1078574.84
POL003545,2019,0.711,2626000.4
POL003545,2020,0.756,2667916.47
POL003546,2024,0.953,389064.79
POL003547,2020,0.654,993661.95
POL003547,2021,0.804,898579.49
POL003548,2021,0.713,3674148.89
POL003548,2022,0.711,3687963.7
POL003548,2023,0.995,3405004.12
POL003548,2024,0.687,3336179.79
POL003549,2021,0.807,5137887.75
POL003549,2022,0.858,5178724.37
POL003549,2023,0.656,5231269.81
POL003550,2022,0.68,1270679.27
POL003550,2023,0.943,1130204.32
POL003551,2018,0.653,594429.83
POL003551,2019,0.869,593945.6
POL003551,2020,0.911,525528.48
POL003552,2024,0.728,6766140.25
POL003553,2022,0.67,11622128.4
POL003553,2023,0.953,11300272.64
POL003554,2024,0.955,2880350.61
POL003555,2021,0.833,4144134.94
POL003555,2022,0.89,4147163.02
POL003555,2023,0.88,3863511.73
POL003555,2024,0.797,4224763.58
POL003556,2022,0.669,5022773.9
POL003556,2023,0.962,4859330.3
POL003557,2023,0.688,3523724.85
POL003557,2024,0.968,3509435.51
POL003558,2018,0.638,933110.79
POL003558,2019,0.888,989346.35
POL003559,2021,0.76,3013469.77
POL003559,2022,0.973,3114317.66
POL003560,2022,0.801,1538125.45
POL003560,2023,0.93,1653425.94
POL003561,2019,0.912,1522891.3
POL003561,2020,0.712,1447757.62
POL003561,2021,0.929,1333902.93
POL003562,2024,0.743,323820.96
POL003563,2019,0.626,1639864.08
POL003563,2020,0.632,1540876.93
POL003563,2021,0.949,1664074.06
POL003563,2022,0.715,1705465.78
POL003564,2019,0.881,287744.44
POL003564,2020,0.759,292474.49
POL003565,2018,0.731,790862.58
POL003565,2019,0.774,747627.93
POL003566,2024,0.874,2166685.53
POL003567,2018,0.789,1198927.54
POL003568,2020,0.913,2784604
POL003568,2021,0.96,2672828.74
POL003568,2022,0.617,2688126.49
POL003569,2019,0.859,3795467.1
POL003569,2020,0.71,3869750.11
POL003570,2023,0.935,3596744.9
POL003571,2024,0.981,1399502.26
POL003572,2021,0.795,1956317.86
POL003573,2019,0.645,3105886.85
POL003574,2019,0.852,1933245.23
POL003575,2023,0.676,3755732.04
POL003575,2024,0.803,3857021.2
POL003576,2024,0.679,912610.18
POL003577,2024,0.651,1702170.7
POL003578,2021,0.882,1509422.94
